"cmplst_id","cmplst_act","cmplst_particular","cmplst_description","cmplst_long_description","cmplst_title","cmplst_start_date","cmplst_end_date","cmplst_action_date","cmplst_year","cmplst_compliance_key","cmplst_country","cmplst_type"
"250233","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Sections 11 to 14 of India?s Digital Personal Data Protection Act (DPDP Act, 2023) give people important rights over their personal data, making sure they have control and can see what's happening with it. These rights include:
The Right to Access (Sec 11)
The Right to Correct and Delete (Sec 12)
The Right to Grievance Redressal (Sec 13)
The Right to Nominate (Sec 14) someone to manage these rights on their behalf.
In other words, these sections empower individuals, giving them clear rights and control over their own personal data. Here's a breakdown of each right:
Section 11: Right to Access Information about Personal Data
You can ask if your data is being processed.
You can request a summary of your personal data and how it?s being used.
The organization handling your data must provide this info in an easy-to-understand way and without overcharging you.
Section 12: Right to Correct and Erase Personal Data
If any of your data is wrong or incomplete, you have the right to correct it.
You can also ask for your data to be erased (deleted) if it?s no longer needed or if you?ve withdrawn your consent.
Section 13: Right to Grievance Redressal
If there?s an issue with how your data is being handled, you can file a complaint.
The organization must have a system in place to address your complaints, and they need to have a Data Protection Officer (DPO) or a similar contact person to help resolve your issues.
Section 14: Right to Nominate
If you're ever unable to exercise these rights?perhaps due to illness or incapacity?you can nominate someone else to do it for you.","DSR Workflow Manager","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250234","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Sections 11 to 14 of India?s Digital Personal Data Protection Act (DPDP Act, 2023) give people important rights over their personal data, making sure they have control and can see what's happening with it. These rights include:
The Right to Access (Sec 11)
The Right to Correct and Delete (Sec 12)
The Right to Grievance Redressal (Sec 13)
The Right to Nominate (Sec 14) someone to manage these rights on their behalf.
In other words, these sections empower individuals, giving them clear rights and control over their own personal data. Here's a breakdown of each right:
Section 11: Right to Access Information about Personal Data
You can ask if your data is being processed.
You can request a summary of your personal data and how it?s being used.
The organization handling your data must provide this info in an easy-to-understand way and without overcharging you.
Section 12: Right to Correct and Erase Personal Data
If any of your data is wrong or incomplete, you have the right to correct it.
You can also ask for your data to be erased (deleted) if it?s no longer needed or if you?ve withdrawn your consent.
Section 13: Right to Grievance Redressal
If there?s an issue with how your data is being handled, you can file a complaint.
The organization must have a system in place to address your complaints, and they need to have a Data Protection Officer (DPO) or a similar contact person to help resolve your issues.
Section 14: Right to Nominate
If you're ever unable to exercise these rights?perhaps due to illness or incapacity?you can nominate someone else to do it for you.","DSR Nomination Module","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250235","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Sections 11 to 14 of India?s Digital Personal Data Protection Act (DPDP Act, 2023) give people important rights over their personal data, making sure they have control and can see what's happening with it. These rights include:
The Right to Access (Sec 11)
The Right to Correct and Delete (Sec 12)
The Right to Grievance Redressal (Sec 13)
The Right to Nominate (Sec 14) someone to manage these rights on their behalf.
In other words, these sections empower individuals, giving them clear rights and control over their own personal data. Here's a breakdown of each right:
Section 11: Right to Access Information about Personal Data
You can ask if your data is being processed.
You can request a summary of your personal data and how it?s being used.
The organization handling your data must provide this info in an easy-to-understand way and without overcharging you.
Section 12: Right to Correct and Erase Personal Data
If any of your data is wrong or incomplete, you have the right to correct it.
You can also ask for your data to be erased (deleted) if it?s no longer needed or if you?ve withdrawn your consent.
Section 13: Right to Grievance Redressal
If there?s an issue with how your data is being handled, you can file a complaint.
The organization must have a system in place to address your complaints, and they need to have a Data Protection Officer (DPO) or a similar contact person to help resolve your issues.
Section 14: Right to Nominate
If you're ever unable to exercise these rights?perhaps due to illness or incapacity?you can nominate someone else to do it for you.","DSR Rights Portal","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250236","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Section 8 of India?s Digital Personal Data Protection (DPDP) Act, 2023 explains the responsibilities of Data Fiduciaries (the organizations or entities that control your personal data). It makes them accountable for ensuring your data is handled lawfully, securely, and accurately. This section covers both the actions of the Data Fiduciaries themselves and those of any Data Processors (third parties they may hire to handle data). There are also serious penalties for failing to comply.
Key Responsibilities under Section 8:
Overall Responsibility: Data Fiduciaries are responsible for following the rules of the Act, even if they delegate data processing to a third party (the Data Processor). They cannot avoid responsibility by passing the buck.
Data Processor Contracts: Data Processors can only use your data if there's a clear contract in place with the Data Fiduciary, and only for the specific purpose agreed upon.
Accuracy & Completeness: Data Fiduciaries must ensure that any personal data they collect is accurate, complete, and up to date. This is especially important if decisions are being made based on this data or if it will be shared with others.
Security Safeguards: Data Fiduciaries must take reasonable steps to protect your personal data from breaches. If a breach does occur, they must notify both the Data Protection Board and the affected individuals promptly.
Respecting Data Principal Rights: Data Fiduciaries must make it easy for you to exercise your rights, such as accessing your data, correcting it, having it erased, or filing a grievance if needed.
Reasonable Security: Data Fiduciaries must implement measures to secure your data. Failure to do so can result in hefty fines of up to ?250 crore.
Data Breach Notification: If there?s a data breach, the Data Fiduciary must notify the Data Protection Board and all affected individuals in a way that's prescribed by the rules.
Impact on Other Laws:
The DPDP Act aims to strike a balance between privacy and transparency. For example, it amends laws like the Right to Information (RTI) Act to ensure privacy rights are respected while still allowing access to public information, creating a more harmonized framework.
In simpler terms, Section 8 holds Data Fiduciaries accountable for making sure your personal data is processed securely, accurately, and in line with your rights. If they mess up, there are serious consequences.","Breach Management - 72-Hour Panic Button","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250237","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Section 8 of India?s Digital Personal Data Protection (DPDP) Act, 2023 explains the responsibilities of Data Fiduciaries (the organizations or entities that control your personal data). It makes them accountable for ensuring your data is handled lawfully, securely, and accurately. This section covers both the actions of the Data Fiduciaries themselves and those of any Data Processors (third parties they may hire to handle data). There are also serious penalties for failing to comply.
Key Responsibilities under Section 8:
Overall Responsibility: Data Fiduciaries are responsible for following the rules of the Act, even if they delegate data processing to a third party (the Data Processor). They cannot avoid responsibility by passing the buck.
Data Processor Contracts: Data Processors can only use your data if there's a clear contract in place with the Data Fiduciary, and only for the specific purpose agreed upon.
Accuracy & Completeness: Data Fiduciaries must ensure that any personal data they collect is accurate, complete, and up to date. This is especially important if decisions are being made based on this data or if it will be shared with others.
Security Safeguards: Data Fiduciaries must take reasonable steps to protect your personal data from breaches. If a breach does occur, they must notify both the Data Protection Board and the affected individuals promptly.
Respecting Data Principal Rights: Data Fiduciaries must make it easy for you to exercise your rights, such as accessing your data, correcting it, having it erased, or filing a grievance if needed.
Reasonable Security: Data Fiduciaries must implement measures to secure your data. Failure to do so can result in hefty fines of up to ?250 crore.
Data Breach Notification: If there?s a data breach, the Data Fiduciary must notify the Data Protection Board and all affected individuals in a way that's prescribed by the rules.
Impact on Other Laws:
The DPDP Act aims to strike a balance between privacy and transparency. For example, it amends laws like the Right to Information (RTI) Act to ensure privacy rights are respected while still allowing access to public information, creating a more harmonized framework.
In simpler terms, Section 8 holds Data Fiduciaries accountable for making sure your personal data is processed securely, accurately, and in line with your rights. If they mess up, there are serious consequences.","Breach Management - Auto-Reporting Tool","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250238","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Section 10 of India?s Digital Personal Data Protection (DPDP) Act, 2023 focuses on ?Significant Data Fiduciaries? (SDFs)?big players who handle large amounts of personal data. The government will identify these organizations based on factors like the volume of data, its sensitivity, and the impact they may have on public safety or people's rights. These SDFs face stricter rules to ensure they protect data better, including appointing a local Data Protection Officer (DPO), conducting regular audits, and enhancing security measures.
Key Points of Section 10:
What Makes an SDF?
The Central Government decides which organizations qualify as Significant Data Fiduciaries. This is based on how much data they handle, how sensitive that data is, and the potential risks to individuals' privacy or to public safety.
Data Protection Officer (DPO)
SDFs are required to appoint a Data Protection Officer (DPO) who is based in India. The DPO?s job is to serve as a point of contact for any issues or complaints and to report directly to the organization?s leadership.
Independent Audits
SDFs must bring in an independent auditor every year to assess whether they?re complying with the law and properly protecting personal data.
Data Protection Impact Assessments (DPIAs)
SDFs must conduct regular DPIAs to identify any risks to individuals' data rights. This helps them assess how they?re using data and if any changes need to be made to minimize harm.
Enhanced Security & Governance
These organizations need to implement stronger security measures and better governance practices. For example, they need to prevent harm from how they process data and ensure strict rules on how data is transferred across borders.
Purpose:
Section 10?s goal is to make sure that organizations that handle huge amounts of sensitive data are held to higher standards. This helps protect individuals? rights and makes sure that personal data is handled with extra care and transparency.
In simpler terms, Section 10 makes sure that the biggest and most influential data-handling companies are held to stricter rules, ensuring they have the systems in place to protect your personal information better.","Governance - Data Mapping & Inventory (RoPA)","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250239","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Section 10 of India?s Digital Personal Data Protection (DPDP) Act, 2023 focuses on ?Significant Data Fiduciaries? (SDFs)?big players who handle large amounts of personal data. The government will identify these organizations based on factors like the volume of data, its sensitivity, and the impact they may have on public safety or people's rights. These SDFs face stricter rules to ensure they protect data better, including appointing a local Data Protection Officer (DPO), conducting regular audits, and enhancing security measures.
Key Points of Section 10:
What Makes an SDF?
The Central Government decides which organizations qualify as Significant Data Fiduciaries. This is based on how much data they handle, how sensitive that data is, and the potential risks to individuals' privacy or to public safety.
Data Protection Officer (DPO)
SDFs are required to appoint a Data Protection Officer (DPO) who is based in India. The DPO?s job is to serve as a point of contact for any issues or complaints and to report directly to the organization?s leadership.
Independent Audits
SDFs must bring in an independent auditor every year to assess whether they?re complying with the law and properly protecting personal data.
Data Protection Impact Assessments (DPIAs)
SDFs must conduct regular DPIAs to identify any risks to individuals' data rights. This helps them assess how they?re using data and if any changes need to be made to minimize harm.
Enhanced Security & Governance
These organizations need to implement stronger security measures and better governance practices. For example, they need to prevent harm from how they process data and ensure strict rules on how data is transferred across borders.
Purpose:
Section 10?s goal is to make sure that organizations that handle huge amounts of sensitive data are held to higher standards. This helps protect individuals? rights and makes sure that personal data is handled with extra care and transparency.
In simpler terms, Section 10 makes sure that the biggest and most influential data-handling companies are held to stricter rules, ensuring they have the systems in place to protect your personal information better.","Governance - Automated DPIA","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250240","DPDP ACT","Full Operationalization","Secure login (OTP/Aadhaar-masked) to ensure the person requesting data is the actual Principal.
""Automated pipelines for:
Right to Access: Users can download a summary of their data in a """"clear and intelligible form.""""
Right to Correction: A dashboard for users to update outdated or misleading information.
Right to Erasure: A workflow that initiates """"deletion"""" or """"anonymization"""" across live servers and backups.""
A unique feature allowing users to nominate a representative to exercise rights in case of death or incapacity.
Launch the interface for Access, Correction, and Erasure requests.
A guided workflow to document a breach (what was lost, when, and impact).
Generates the mandatory notification form for the Data Protection Board and the affected users in one click.
A ""Record of Processing Activities"" that maps where PII (Personally Identifiable Information) flows?from collection to third-party processors.
A risk-assessment wizard that asks the DPO questions about new features/data sets and scores the risk level.
A ticketing tool with a countdown clock (e.g., 7?30 days) to ensure complaints are resolved before they are escalated to the Data Protection Board (DPBI).","Section 10 of India?s Digital Personal Data Protection (DPDP) Act, 2023 focuses on ?Significant Data Fiduciaries? (SDFs)?big players who handle large amounts of personal data. The government will identify these organizations based on factors like the volume of data, its sensitivity, and the impact they may have on public safety or people's rights. These SDFs face stricter rules to ensure they protect data better, including appointing a local Data Protection Officer (DPO), conducting regular audits, and enhancing security measures.
Key Points of Section 10:
What Makes an SDF?
The Central Government decides which organizations qualify as Significant Data Fiduciaries. This is based on how much data they handle, how sensitive that data is, and the potential risks to individuals' privacy or to public safety.
Data Protection Officer (DPO)
SDFs are required to appoint a Data Protection Officer (DPO) who is based in India. The DPO?s job is to serve as a point of contact for any issues or complaints and to report directly to the organization?s leadership.
Independent Audits
SDFs must bring in an independent auditor every year to assess whether they?re complying with the law and properly protecting personal data.
Data Protection Impact Assessments (DPIAs)
SDFs must conduct regular DPIAs to identify any risks to individuals' data rights. This helps them assess how they?re using data and if any changes need to be made to minimize harm.
Enhanced Security & Governance
These organizations need to implement stronger security measures and better governance practices. For example, they need to prevent harm from how they process data and ensure strict rules on how data is transferred across borders.
Purpose:
Section 10?s goal is to make sure that organizations that handle huge amounts of sensitive data are held to higher standards. This helps protect individuals? rights and makes sure that personal data is handled with extra care and transparency.
In simpler terms, Section 10 makes sure that the biggest and most influential data-handling companies are held to stricter rules, ensuring they have the systems in place to protect your personal information better.","Governance - Grievance Redressal System","01-01-2026","13-05-2027",,"2025","2500040","India","data compliance"
"250241","CERT-In","Governance & Responsibility","Appointment email / internal memo. Email confirmation. Approved policy document. IR SOP","Is a CERT-In Point of Contact designated?","PoC Appointment",,,,"2025","2500041","India","data compliance"
"250242","CERT-In","Governance & Responsibility","Appointment email / internal memo. Email confirmation. Approved policy document. IR SOP","Has PoC been shared with CERT-In?","PoC Communication",,,,"2025","2500041","India","data compliance"
"250243","CERT-In","Governance & Responsibility","Appointment email / internal memo. Email confirmation. Approved policy document. IR SOP","Is there a documented incident response plan?","Incident Response Policy",,,,"2025","2500041","India","data compliance"
"250244","CERT-In","Governance & Responsibility","Appointment email / internal memo. Email confirmation. Approved policy document. IR SOP","Is a cyber incident escalation matrix defined?","Escalation Matrix",,,,"2025","2500041","India","data compliance"
"250245","CERT-In","6-Hour Incident Reporting Compliance","SIEM/SOC dashboard. Incident register. Email proof. Incident log sheet.","Is there a mechanism to detect cyber incidents?","Incident Identification",,,,"2025","2500042","India","data compliance"
"250246","CERT-In","6-Hour Incident Reporting Compliance","SIEM/SOC dashboard. Incident register. Email proof. Incident log sheet.","Were incidents reported within 6 hours?","Reporting Timeline",,,,"2025","2500042","India","data compliance"
"250247","CERT-In","6-Hour Incident Reporting Compliance","SIEM/SOC dashboard. Incident register. Email proof. Incident log sheet.","Was incident reported to CERT-In email/portal?","Reporting Channel",,,,"2025","2500042","India","data compliance"
"250248","CERT-In","6-Hour Incident Reporting Compliance","SIEM/SOC dashboard. Incident register. Email proof. Incident log sheet.","Is a register maintained for all reportable incidents?","Incident Register",,,,"2025","2500042","India","data compliance"
"250249","CERT-In","Log Retention","Log retention policy. Data center declaration. Access control logs. Test retrieval","Are logs retained for at least 180 days?","Log Storage",,,,"2025","2500043","India","data compliance"
"250250","CERT-In","Log Retention","Log retention policy. Data center declaration. Access control logs. Test retrieval","Are logs stored within India?","Storage Location",,,,"2025","2500043","India","data compliance"
"250251","CERT-In","Log Retention","Log retention policy. Data center declaration. Access control logs. Test retrieval","Are logs protected from tampering?","Log Integrity",,,,"2025","2500043","India","data compliance"
"250252","CERT-In","Log Retention","Log retention policy. Data center declaration. Access control logs. Test retrieval","Can logs be produced upon request?","Log Availability",,,,"2025","2500043","India","data compliance"
"250253","CERT-In","Time Synchronization (NTP Compliance)","Server configuration screenshots. Monitoring report","Are systems synced with approved NTP servers?","NTP Configuration",,,,"2025","2500044","India","data compliance"
"250254","CERT-In","Time Synchronization (NTP Compliance)","Server configuration screenshots. Monitoring report","Is synchronization periodically verified?","Periodic Verification",,,,"2025","2500044","India","data compliance"
"250255","CERT-In","5-Year Data Retention (Cloud/VPS/VPN/Data Centers Only)","KYC records. IP assignment logs. Retention policy. Access control matrix.","Is subscriber data collected and validated?","Subscriber KYC",,,,"2025","2500055","India","data compliance"
"250256","CERT-In","5-Year Data Retention (Cloud/VPS/VPN/Data Centers Only)","KYC records. IP assignment logs. Retention policy. Access control matrix.","Are IP logs maintained?","IP Allocation Records",,,,"2025","2500055","India","data compliance"
"250257","CERT-In","5-Year Data Retention (Cloud/VPS/VPN/Data Centers Only)","KYC records. IP assignment logs. Retention policy. Access control matrix.","Is data retained for 5 years post termination?","Retention Period",,,,"2025","2500055","India","data compliance"
"250258","CERT-In","5-Year Data Retention (Cloud/VPS/VPN/Data Centers Only)","KYC records. IP assignment logs. Retention policy. Access control matrix.","Is data securely stored?","Secure Storage",,,,"2025","2500055","India","data compliance"
"250259","CERT-In","Response to CERT-In Requests","SOP. Email trail. Preservation log.","Is there a defined process to respond to CERT-In queries?","Request Handling",,,,"2025","2500056","India","data compliance"
"250260","CERT-In","Response to CERT-In Requests","SOP. Email trail. Preservation log.","Are responses documented and timely?","Response Timeline",,,,"2025","2500056","India","data compliance"
"250261","CERT-In","Response to CERT-In Requests","SOP. Email trail. Preservation log.","Is evidence preserved when directed?","Information Preservation",,,,"2025","2500056","India","data compliance"
"250262","CERT-In","Technical Security Controls (Best Practice Review)","VAPT report. Patch log. DR test report","Is VAPT conducted periodically?","Vulnerability Assessment",,,,"2025","2500057","India","data compliance"
"250263","CERT-In","Technical Security Controls (Best Practice Review)","Patch log","Is patching tracked and documented?","Patch Management",,,,"2025","2500057","India","data compliance"
"250264","CERT-In","Technical Security Controls (Best Practice Review)","DR test report","Are backups tested periodically?","Backup & Recovery",,,,"2025","2500057","India","data compliance"
"250265","CERT-In","Technical Security Controls (Best Practice Review)","Access review report","Are privileged access rights reviewed quarterly?","Access Reviews",,,,"2025","2500057","India","data compliance"
